package,version,date,license,license_type
babel,0.9.6,2011-03-18 07:43:10.066000+00:00,BSD-3-Clause,Permissive
pandas-gbq,0.1.1,2017-02-22 21:27:35.605000+00:00,BSD-3-Clause,Permissive
jsonpointer,0.1,2011-08-02 09:38:58.261000+00:00,BSD-3-Clause,Permissive
matplotlib-inline,0.1.0,2021-02-12 11:22:07.556000+00:00,BSD-3-Clause,Permissive
python-slugify,0.0.1,2012-10-15 01:55:28.987000+00:00,BSD-3-Clause,Permissive
python-slugify,1.2.1,2016-08-26 16:02:52.071000+00:00,MIT,Permissive
cachecontrol,0.5,2013-06-18 10:11:31.310000+00:00,MIT,Permissive
cachecontrol,0.11.5,2015-05-20 17:51:03.123000+00:00,Apache-2.0,Permissive
ipykernel,4.0.1,2015-07-14 23:56:44.039000+00:00,BSD-3-Clause,Permissive
h5py,2.2.1,2014-02-01 05:28:23.722000+00:00,BSD-3-Clause,Permissive
websockets,1.0,2013-11-14 16:29:28.649000+00:00,BSD-3-Clause,Permissive
kubernetes,0.0.0a2,2020-03-10 07:08:10.871000+00:00,Apache-2.0,Permissive
db-dtypes,0.0.1a1,2021-09-23 16:39:52.080000+00:00,Apache-2.0,Permissive
tb-nightly,0.4.0a0,2017-10-07 02:56:42.660000+00:00,Apache-2.0,Permissive
aiofiles,0.2.1,2015-04-06 22:55:01.326000+00:00,Apache-2.0,Permissive
psycopg2,2.0.10,2010-10-19 15:36:38.079000+00:00,Zlib,Permissive
psycopg2,2.3.2,2011-02-18 12:33:34.865000+00:00,ZPL-2.0,Unknown
psycopg2,2.8.6,2020-09-06 22:41:34.698000+00:00,LGPL-3.0-or-later,Weak Copyleft
appdirs,1.1.0,2010-09-02 19:16:27.053000+00:00,MIT,Permissive
imageio,0.2.1,2012-07-15 21:52:32.799000+00:00,BSD-3-Clause,Permissive
shellingham,1.0.0.dev0,2018-06-14 20:16:37.007000+00:00,ISC,Permissive
contextlib2,0.3.1,2012-01-17 12:58:22.653000+00:00,PSF-2.0,Unknown
mistune,0.1.0,2014-02-26 03:19:08.163000+00:00,BSD-3-Clause,Permissive
nbformat,4.0.0,2015-07-02 17:35:42.149000+00:00,BSD-3-Clause,Permissive
jupyter-server,0.0.1,2018-07-28 21:42:06.368000+00:00,BSD-3-Clause,Permissive
grpcio-tools,0.14.0rc1,2016-05-09 20:59:56.177000+00:00,BSD-3-Clause,Permissive
grpcio-tools,1.6.0rc1,2017-08-24 22:09:22.782000+00:00,Apache-2.0,Permissive
pydata-google-auth,0.1.0,2018-10-23 19:10:20.699000+00:00,BSD-3-Clause,Permissive
smart-open,0.1.0,2015-01-20 18:12:29.617000+00:00,MIT,Permissive
mysql-connector-python,8.0.5,2017-11-20 14:14:18.186000+00:00,GPL-2.0-only,Strong Copyleft
fastapi,0.1.0,2018-12-08 08:14:13.103000+00:00,MIT,Permissive
astroid,1.0.0,2013-07-30 13:44:43.366000+00:00,LGPL-3.0-only,Weak Copyleft
astroid,2.5.1,2021-02-28 20:55:24.719000+00:00,LGPL-2.1-or-later,Weak Copyleft
python-json-logger,0.0.1,2013-02-25 09:21:27.827000+00:00,BSD-3-Clause,Permissive
aenum,1.0,2015-12-11 04:11:04.884000+00:00,BSD-3-Clause,Permissive
google-pasta,0.1,2019-01-09 17:42:01.842000+00:00,Apache-2.0,Permissive
mock,0.4.0,2008-10-12 16:23:10+00:00,BSD-3-Clause,Permissive
pylint,0.15.2,2009-01-27 15:25:57+00:00,GPL-3.0-only,Strong Copyleft
pylint,2.7.2,2021-02-28 21:37:11.310000+00:00,GPL-2.0-or-later,Strong Copyleft
rapidfuzz,0.0.6,2020-03-18 16:47:34.819000+00:00,MIT,Permissive
humanfriendly,1.4.1,2013-06-26 22:10:38.803000+00:00,MIT,Permissive
apache-airflow,1.8.1,2017-05-09 19:53:10.304000+00:00,Apache-2.0,Permissive
fastjsonschema,1.0,2016-10-05 11:48:36.656000+00:00,BSD-3-Clause,Permissive
starlette,0.1.1,2018-06-25 13:59:01.516000+00:00,BSD-3-Clause,Permissive
pysocks,1.4.2,2013-12-17 23:15:22.472000+00:00,BSD-3-Clause,Permissive
cached-property,0.1.0,2014-05-17 23:21:25.563000+00:00,BSD-3-Clause,Permissive
text-unidecode,0.1,2012-11-27 21:15:31.223000+00:00,Artistic-2.0,Permissive
poetry,0.1.0,2018-02-28 15:19:20.736000+00:00,MIT,Permissive
poetry-plugin-export,1.0.0,2022-04-05 17:39:33.597000+00:00,MIT,Permissive
xlsxwriter,0.0.1,2013-02-17 19:38:44.443000+00:00,BSD-3-Clause,Permissive
docopt,0.1.1,2012-04-13 17:07:20.105000+00:00,MIT,Permissive
selenium,0.9.2,2008-05-21 00:04:17+00:00,Apache-2.0,Permissive
jsonpatch,0.2,2011-09-17 10:48:19.546000+00:00,BSD-3-Clause,Permissive
httpcore,0.0.1,2019-04-04 17:44:38.403000+00:00,BSD-3-Clause,Permissive
numba,0.2,2012-10-04 03:05:41.478000+00:00,BSD-3-Clause,Permissive
debugpy,1.0.0b1,2020-01-30 18:51:21.425000+00:00,MIT,Permissive
notebook,4.0.0,2015-07-30 21:46:50.244000+00:00,BSD-3-Clause,Permissive
sqlalchemy-utils,0.2,2013-03-01 14:57:26.388000+00:00,BSD-3-Clause,Permissive
cleo,0.2.0,2014-03-24 21:29:46.018000+00:00,MIT,Permissive
dataclasses,0.2,2017-11-30 01:44:04.061000+00:00,MIT,Permissive
dataclasses,0.6,2018-05-18 11:09:16.763000+00:00,Apache-2.0,Permissive
crashtest,0.3.0,2020-04-02 08:19:03.137000+00:00,MIT,Permissive
snowflake-sqlalchemy,1.0.7,2017-05-18 18:08:43.342000+00:00,Apache-2.0,Permissive
tinycss2,0.1,2013-08-31 16:15:07.671000+00:00,BSD-3-Clause,Permissive
httpx,0.6.7,2019-07-19 14:23:35.015000+00:00,BSD-3-Clause,Permissive
dulwich,0.9.1,2013-09-22 20:26:25.737000+00:00,GPL-2.0-or-later,Strong Copyleft
dulwich,0.16.0,2016-12-24 23:40:07.277000+00:00,Apache-2.0,Permissive
dulwich,0.19.3a0,2018-06-17 22:10:54.962000+00:00,GPL-2.0-or-later,Strong Copyleft
dulwich,0.19.3,2018-06-17 18:26:03.373000+00:00,Apache-2.0,Permissive
requests-file,1.0,2015-03-10 18:15:58.589000+00:00,Apache-2.0,Permissive
azure-storage-common,0.37.0,2017-10-05 00:54:20.459000+00:00,Apache-2.0,Permissive
azure-storage-common,1.0.0,2018-01-23 03:07:23.109000+00:00,MIT,Permissive
watchtower,0.1.2,2015-09-07 19:41:21.900000+00:00,Apache-2.0,Permissive
azure-nspkg,1.0.0rc1,2015-08-24 20:12:39.567000+00:00,Apache-2.0,Permissive
azure-nspkg,2.0.0,2017-04-11 15:32:20.144000+00:00,MIT,Permissive
llvmlite,0.2.0,2014-12-17 21:36:45.479000+00:00,BSD-3-Clause,Permissive
sphinx,0.1.61611,2008-03-21 17:24:01+00:00,BSD-3-Clause,Permissive
unidecode,0.04.8,2011-09-22 18:08:48.199000+00:00,GPL-3.0-only,Strong Copyleft
configparser,3.2.0r1,2011-04-29 16:40:49.477000+00:00,MIT,Permissive
uvicorn,0.0.1,2017-06-05 11:32:15.069000+00:00,BSD-3-Clause,Permissive
mypy,0.470,2017-01-14 00:40:52.537000+00:00,MIT,Permissive
transformers,0.1,2016-08-17 06:13:16.427000+00:00,MIT,Permissive
transformers,2.0.0,2019-09-26 11:49:26.334000+00:00,Apache-2.0,Permissive
futures,0.2,2009-06-17 23:49:31.584000+00:00,BSD-3-Clause,Permissive
futures,3.1.0,2017-04-14 13:51:23.379000+00:00,PSF-2.0,Unknown
mlflow,0.0.1,2018-06-04 22:03:38.444000+00:00,Apache-2.0,Permissive
pendulum,0.1,2016-07-04 05:00:38.921000+00:00,MIT,Permissive
watchdog,0.5.0,2011-01-20 05:53:53.780000+00:00,MIT,Permissive
watchdog,0.7.0,2014-01-08 21:02:12.180000+00:00,Apache-2.0,Permissive
libcst,0.1.1,2019-08-20 23:10:16.230000+00:00,MIT,Permissive
nltk,2.0b7,2009-11-09 14:20:36.692000+00:00,Apache-2.0,Permissive
deepdiff,0.1.1,2014-09-27 20:34:33.456000+00:00,MIT,Permissive
keras,0.2.0,2017-07-07 21:25:47.509000+00:00,MIT,Permissive
keras,2.5.0rc0,2021-04-12 23:09:14.608000+00:00,Apache-2.0,Permissive
asgiref,0.8,2016-01-03 06:46:35.715000+00:00,BSD-3-Clause,Permissive
azure-mgmt-resource,0.20.0rc1,2015-08-24 20:17:36.314000+00:00,Apache-2.0,Permissive
azure-mgmt-resource,0.30.0rc6,2016-09-02 00:11:10.136000+00:00,MIT,Permissive
altair,1.0.0rc1,2016-07-09 20:47:30.208000+00:00,BSD-3-Clause,Permissive
jsonpickle,0.3.0,2009-12-12 05:14:59.062000+00:00,BSD-3-Clause,Permissive
tensorboard-data-server,0.1.0,2021-01-20 02:57:46.137000+00:00,Apache-2.0,Permissive
arrow,0.1,2012-11-18 23:36:09.842000+00:00,MIT,Permissive
arrow,0.2.0,2013-05-07 15:09:10.770000+00:00,Apache-2.0,Permissive
nbclient,0.1.0,2020-02-11 07:22:02.395000+00:00,BSD-3-Clause,Permissive
gremlinpython,3.2.2rc1,2016-09-11 23:13:02.373000+00:00,Apache-2.0,Permissive
distro,0.5.0,2016-04-21 05:55:47.190000+00:00,Apache-2.0,Permissive
contourpy,0.0.1,2021-09-20 20:56:21.768000+00:00,BSD-3-Clause,Permissive
fastavro,0.1.0,2012-01-05 21:16:49.809000+00:00,MIT,Permissive
send2trash,1.1.0,2011-02-14 11:01:56.856000+00:00,BSD-3-Clause,Permissive
querystring-parser,1.2.4,2019-07-22 17:58:29.235000+00:00,MIT,Permissive
pytest-runner,2.0,2013-05-18 14:13:27.735000+00:00,MIT,Permissive
pytzdata,2016.7,2016-09-29 16:43:30.617000+00:00,MIT,Permissive
shapely,1.0a7,2007-10-23 20:20:11+00:00,LGPL-3.0-only,Weak Copyleft
shapely,1.0b1,2007-11-20 05:23:13+00:00,BSD-3-Clause,Permissive
opt-einsum,0.2.0,2016-07-30 22:12:39.825000+00:00,MIT,Permissive
croniter,0.1.1,2010-01-24 21:32:00.725000+00:00,MIT,Permissive
marshmallow-enum,1.0,2016-05-04 02:27:02.554000+00:00,MIT,Permissive
azure-mgmt-core,1.0.0b1,2020-03-10 21:07:10.770000+00:00,MIT,Permissive
pysftp,0.2.3,2014-05-10 20:14:35.698000+00:00,BSD-3-Clause,Permissive
tensorboard-plugin-wit,1.6.0.post3,2020-04-06 13:13:47.314000+00:00,Apache-2.0,Permissive
flatbuffers,1.9,2018-06-25 21:46:39.674000+00:00,Apache-2.0,Permissive
xgboost,0.4a12,2015-08-20 07:57:53.782000+00:00,BSD-3-Clause,Permissive
xgboost,0.6a1,2016-08-09 09:42:11.949000+00:00,Apache-2.0,Permissive
bs4,0.0.0,2016-03-03 13:22:52.962000+00:00,MIT,Permissive
seaborn,0.1,2013-10-28 22:27:52.869000+00:00,BSD-3-Clause,Permissive
typer,0.0.1,2019-12-20 15:37:05.802000+00:00,MIT,Permissive
thrift,0.8.0,2012-07-25 22:06:49.279000+00:00,Apache-2.0,Permissive
typed-ast,0.5,2016-04-28 20:50:27.657000+00:00,Apache-2.0,Permissive
applicationinsights,0.1.0,2014-11-20 23:02:58.141000+00:00,MIT,Permissive
tokenizers,0.0.2,2019-12-02 23:45:36.279000+00:00,Apache-2.0,Permissive
nbclassic,0.0.1,2019-10-24 22:41:54.719000+00:00,BSD-3-Clause,Permissive
orjson,1.0.0,2018-11-23 18:46:26.808000+00:00,Apache-2.0,Permissive
orjson,1.2.0,2018-12-16 16:48:12.022000+00:00,MIT,Permissive
orjson,3.5.2,2021-04-15 13:57:11.581000+00:00,Apache-2.0,Permissive
orjson,3.5.4,2021-06-30 14:06:21.732000+00:00,MIT,Permissive
statsmodels,0.4.0,2012-06-19 14:36:32.048000+00:00,BSD-3-Clause,Permissive
retry,0.4.2,2014-05-21 05:19:25.487000+00:00,Apache-2.0,Permissive
opencensus,0.0.1,2017-07-13 00:12:18.157000+00:00,Apache-2.0,Permissive
boto,0.2a,2006-09-16 14:32:21+00:00,MIT,Permissive
confluent-kafka,0.9.1.1,2016-05-24 06:28:07.887000+00:00,Apache-2.0,Permissive
confluent-kafka,0.11.4,2018-04-09 15:46:32.814000+00:00,ISC,Permissive
confluent-kafka,1.6.0,2021-02-05 08:07:31.260000+00:00,Apache-2.0,Permissive
django,1.1.3,2010-12-23 05:14:23.509000+00:00,BSD-3-Clause,Permissive
typing,3.5.0,2015-10-03 00:18:07.694000+00:00,PSF-2.0,Unknown
opencensus-context,0.1.0,2019-04-09 01:44:59.655000+00:00,Apache-2.0,Permissive
azure-keyvault-secrets,4.0.0b1,2019-06-28 23:40:09.228000+00:00,MIT,Permissive
pytest-mock,0.1.0,2014-07-17 03:17:15.419000+00:00,LGPL-3.0-only,Weak Copyleft
pytest-mock,1.1,2016-06-01 22:59:14.639000+00:00,MIT,Permissive
slack-sdk,3.0.0a1,2020-08-03 08:28:36.147000+00:00,MIT,Permissive
great-expectations,0.3.0,2017-12-22 17:22:36.952000+00:00,Apache-2.0,Permissive
notebook-shim,0.0.1,2019-10-24 04:20:07.051000+00:00,BSD-3-Clause,Permissive
graphviz,0.1,2014-01-12 17:41:47.472000+00:00,MIT,Permissive
huggingface-hub,0.0.1,2020-12-23 09:22:14.455000+00:00,Apache-2.0,Permissive
trove-classifiers,2020.4.1,2020-04-03 01:36:36.679000+00:00,Apache-2.0,Permissive
pandocfilters,1.0.1,2013-09-30 18:49:25.591000+00:00,BSD-3-Clause,Permissive
argon2-cffi,15.0.0b5,2015-12-10 12:49:32.978000+00:00,MIT,Permissive
gspread,0.0.1,2011-12-12 14:48:45.354000+00:00,MIT,Permissive
ipywidgets,4.0.1,2015-08-03 21:21:26.077000+00:00,BSD-3-Clause,Permissive
torch,0.1.2.post2,2019-06-21 22:03:58.912000+00:00,BSD-3-Clause,Permissive
semver,0.0.1,2012-05-09 17:09:52.268000+00:00,BSD-3-Clause,Permissive
identify,1.0.0,2017-07-02 20:14:59.256000+00:00,MIT,Permissive
responses,0.1.0,2013-11-25 19:51:39.301000+00:00,Apache-2.0,Permissive
sentencepiece,0.0.0,2017-08-28 17:02:11.471000+00:00,Apache-2.0,Permissive
pre-commit,0.2.1,2014-06-18 17:47:23.466000+00:00,MIT,Permissive
hvac,0.2.9,2016-03-18 19:18:33.608000+00:00,Apache-2.0,Permissive
widgetsnbextension,1.0.0b2,2016-04-15 01:18:03.616000+00:00,BSD-3-Clause,Permissive
aioxmpp,0.5.0,2015-12-12 14:52:43.268000+00:00,Apache-2.0,Permissive
aioxmpp,0.5.2,2015-12-12 15:02:46.485000+00:00,GPL-3.0-only,Strong Copyleft
aioxmpp,0.8.0,2017-02-26 15:25:04.503000+00:00,LGPL-3.0-or-later,Weak Copyleft
gcsfs,0.0.2,2017-07-19 19:13:58.077000+00:00,BSD-3-Clause,Permissive
terminado,0.2,2014-10-03 22:41:01.067000+00:00,BSD-3-Clause,Permissive
flask-appbuilder,0.1.3,2013-11-12 21:43:59.407000+00:00,BSD-3-Clause,Permissive
nodeenv,0.3.0,2011-04-17 17:08:32.936000+00:00,BSD-3-Clause,Permissive
mdit-py-plugins,0.1.0,2020-12-14 17:43:28.736000+00:00,MIT,Permissive
retrying,1.0.0,2013-01-22 08:06:06.526000+00:00,Apache-2.0,Permissive
jupyterlab-pygments,0.1.0,2019-05-25 10:10:12.283000+00:00,BSD-3-Clause,Permissive
prettytable,0.3,2009-05-07 08:15:54.521000+00:00,BSD-3-Clause,Permissive
enum34,0.9,2013-06-16 06:47:54.663000+00:00,BSD-3-Clause,Permissive
opencv-python,3.1.0.0,2016-09-03 19:01:08.721000+00:00,MIT,Permissive
uamqp,0.1.0a2,2018-03-12 21:42:02.655000+00:00,MIT,Permissive
flask-wtf,0.1,2010-06-29 09:39:26.161000+00:00,BSD-3-Clause,Permissive
argon2-cffi-bindings,21.1.0,2021-11-28 10:41:32.982000+00:00,MIT,Permissive
snowballstemmer,0.1.0,2013-02-15 07:44:45.104000+00:00,BSD-3-Clause,Permissive
beam-nuggets,0.9.0,2019-01-06 15:45:04.306000+00:00,MIT,Permissive
gcloud,0.01,2014-01-28 22:51:06.942000+00:00,Apache-2.0,Permissive
cfgv,0.0.1,2018-02-07 07:08:05.252000+00:00,MIT,Permissive
pygithub,0.0.0,2017-04-02 21:00:45.704000+00:00,LGPL-2.1-or-later,Weak Copyleft
pygithub,1.39,2018-04-10 02:23:53.799000+00:00,MIT,Permissive
pygithub,1.43.5,2019-01-29 09:36:56.380000+00:00,LGPL-3.0-only,Weak Copyleft
pygithub,1.44.1,2019-11-07 01:46:22.901000+00:00,LGPL-3.0-or-later,Weak Copyleft
patsy,0.1.0,2012-07-10 20:00:34.227000+00:00,BSD-3-Clause,Permissive
google-cloud-logging,0.20.0,2016-09-29 00:20:10.300000+00:00,Apache-2.0,Permissive
asttokens,1.0.0,2016-12-10 06:57:46.801000+00:00,Apache-2.0,Permissive
avro-python3,1.7.6,2014-01-27 19:13:49.484000+00:00,Apache-2.0,Permissive
flask-login,0.1.1,2013-06-18 15:12:18.052000+00:00,MIT,Permissive
constructs,0.0.0,2020-03-11 15:22:59.454000+00:00,Apache-2.0,Permissive
azure-storage-file-datalake,12.0.0b5,2019-11-08 01:33:15.838000+00:00,MIT,Permissive
pytest-xdist,0.0.0,2022-10-25 11:15:59.048000+00:00,MIT,Permissive
pytest-xdist,1.0,2010-01-18 16:18:00.287000+00:00,GPL-2.0-or-later,Strong Copyleft
pytest-xdist,1.10,2014-01-29 13:07:42.758000+00:00,MIT,Permissive
keras-preprocessing,1.0.0,2018-05-31 00:08:20.769000+00:00,MIT,Permissive
plotly,0.2,2013-06-12 23:28:58.185000+00:00,MIT,Permissive
wsproto,0.9.0,2016-08-24 22:00:18.883000+00:00,BSD-3-Clause,Permissive
wsproto,0.11.0,2017-12-31 17:31:29.850000+00:00,MIT,Permissive
pysql-beam,0.2,2019-09-04 06:26:14.974000+00:00,MIT,Permissive
azure-mgmt-storage,0.20.0rc2,2015-08-27 22:29:51.222000+00:00,Apache-2.0,Permissive
azure-mgmt-storage,0.30.0rc6,2016-09-02 00:12:20.964000+00:00,MIT,Permissive
astunparse,1.1.0,2014-04-01 08:47:52.486000+00:00,BSD-3-Clause,Permissive
execnet,1.0.0b1,2009-11-03 21:41:33.894000+00:00,GPL-2.0-or-later,Strong Copyleft
execnet,1.3.0,2015-02-14 22:29:45.258000+00:00,MIT,Permissive
executing,0.1.0,2019-06-16 14:29:21.536000+00:00,MIT,Permissive
colorlog,0.5,2012-09-06 08:59:24.653000+00:00,MIT,Permissive
connexion,0.1,2015-05-19 13:10:53.260000+00:00,Apache-2.0,Permissive
dataclasses-json,0.0.1,2018-04-21 01:54:17.006000+00:00,Unlicense,Permissive
dataclasses-json,0.2.9,2019-07-07 13:51:26.071000+00:00,MIT,Permissive
azure-datalake-store,0.0.1,2016-11-21 22:55:07.786000+00:00,MIT,Permissive
antlr4-python3-runtime,4.4.1,2014-07-14 22:00:54.321000+00:00,BSD-3-Clause,Permissive
zeep,0.1.0,2016-03-20 17:47:26.586000+00:00,MIT,Permissive
pycrypto,2.6,2012-05-24 15:09:51.090000+00:00,Python-2.0,Unknown
ujson,1.4,2011-06-16 10:14:08.968000+00:00,BSD-3-Clause,Permissive
flask-jwt-extended,0.0.1,2016-09-21 18:19:16.998000+00:00,MIT,Permissive
shap,0.2.1,2016-12-09 06:45:21.492000+00:00,MIT,Permissive
jupyterlab-widgets,0.3.2,2016-10-08 02:31:52.092000+00:00,BSD-3-Clause,Permissive
multiprocess,0.70.1,2015-06-20 17:24:32.385000+00:00,BSD-3-Clause,Permissive
dask,0.2.1,2015-02-14 02:13:45.249000+00:00,BSD-3-Clause,Permissive
inflection,0.1.1,2012-02-24 20:09:17.268000+00:00,MIT,Permissive
azure-keyvault,0.1.0,2016-12-29 19:05:10.986000+00:00,MIT,Permissive
linkify-it-py,0.0.1,2020-11-11 01:03:27.132000+00:00,MIT,Permissive
pathlib2,2.0,2014-10-19 11:59:04.824000+00:00,MIT,Permissive
gevent,0.9.2,2009-07-20 10:45:09.453000+00:00,MIT,Permissive
stringcase,1.0.0,2015-07-18 04:51:13.800000+00:00,MIT,Permissive
stack-data,0.0.1,2019-12-17 20:06:54.642000+00:00,MIT,Permissive
pure-eval,0.0.1,2019-12-17 19:14:38.130000+00:00,MIT,Permissive
python-http-client,1.0.0,2016-02-26 00:04:10.073000+00:00,MIT,Permissive
google-cloud-dlp,0.1.0,2018-02-14 22:53:21.413000+00:00,Apache-2.0,Permissive
apache-beam,2.0.0,2017-05-16 05:18:08.494000+00:00,Apache-2.0,Permissive
uc-micro-py,0.1.0,2020-10-31 17:45:40.958000+00:00,MIT,Permissive
delta-spark,0.0.1,2021-05-20 17:03:26.843000+00:00,Apache-2.0,Permissive
aioconsole,0.1.0,2016-08-19 13:25:28.246000+00:00,GPL-3.0-only,Strong Copyleft
cachelib,0.1,2018-11-28 12:46:43.918000+00:00,BSD-3-Clause,Permissive
trio,0.0.0,2017-01-14 00:27:42.056000+00:00,MIT,Permissive
opencensus-ext-azure,0.2.0,2019-06-01 04:20:49.074000+00:00,Apache-2.0,Permissive
astor,0.1,2012-09-19 23:10:37.093000+00:00,BSD-3-Clause,Permissive
blinker,0.8,2010-02-14 19:19:52.046000+00:00,MIT,Permissive
azure-mgmt-keyvault,0.30.0rc5,2016-07-14 16:34:08.240000+00:00,Apache-2.0,Permissive
azure-mgmt-keyvault,0.30.0rc6,2016-09-02 00:12:10.380000+00:00,MIT,Permissive
outcome,0.1.0a0,2018-03-24 14:08:21.544000+00:00,MIT,Permissive
azure-cosmos,3.0.0,2018-09-21 23:31:57.139000+00:00,MIT,Permissive
ijson,0.2.0,2010-09-01 14:38:32.840000+00:00,BSD-3-Clause,Permissive
mypy-boto3-rds,0.1.6,2019-11-09 01:49:16.158000+00:00,MIT,Permissive
ordered-set,1.0.1,2013-08-06 17:56:20.709000+00:00,MIT,Permissive
prometheus-flask-exporter,0.0.2,2017-11-24 22:36:05.307000+00:00,MIT,Permissive
faker,0.0.2,2010-12-23 20:57:59.156000+00:00,MIT,Permissive
azure-mgmt-authorization,0.30.0a1,2016-02-19 02:48:14.519000+00:00,Apache-2.0,Permissive
azure-mgmt-authorization,0.30.0rc6,2016-09-14 23:27:17.568000+00:00,MIT,Permissive
moto,0.3.0,2014-05-14 04:00:17.658000+00:00,Apache-2.0,Permissive
click-plugins,1.0,2015-07-21 02:58:24.440000+00:00,BSD-3-Clause,Permissive
trio-websocket,0.0.1,2018-09-07 19:37:15.098000+00:00,MIT,Permissive
azure-storage-queue,0.37.0,2017-10-05 00:54:38.784000+00:00,Apache-2.0,Permissive
azure-storage-queue,1.0.0,2018-01-23 03:07:20.598000+00:00,MIT,Permissive
azure-mgmt-containerregistry,0.1.0,2016-11-04 20:49:44.542000+00:00,MIT,Permissive
python-jose,0.1.2,2015-04-22 04:53:14.506000+00:00,MIT,Permissive
virtualenv-clone,0.2.1,2011-07-05 17:12:55.895000+00:00,MIT,Permissive
apache-airflow-providers-common-sql,1.0.0a1,2022-07-05 09:18:40.587000+00:00,Apache-2.0,Permissive
tensorflow-io-gcs-filesystem,0.18.0,2021-05-14 04:43:11.282000+00:00,Apache-2.0,Permissive
pipenv,0.1.0,2017-01-20 22:12:51.753000+00:00,MIT,Permissive
typeguard,0.0.0,2020-10-17 18:14:16.333000+00:00,MIT,Permissive
structlog,0.1.0,2013-09-12 16:06:43.130000+00:00,Apache-2.0,Permissive
structlog,15.0.0,2015-01-23 15:43:29.223000+00:00,MIT,Permissive
loguru,0.1.0,2018-12-07 09:09:56.617000+00:00,MIT,Permissive
databricks-sql-connector,0.9.0,2021-08-25 08:45:24.645000+00:00,Apache-2.0,Permissive
azure-keyvault-keys,4.0.0b1,2019-06-28 23:40:07.296000+00:00,MIT,Permissive
checkov,0.0.0,2020-11-30 18:03:53.780000+00:00,Apache-2.0,Permissive
knack,0.0.1,2017-06-16 21:25:03.125000+00:00,MIT,Permissive
fuzzywuzzy,0.3.0,2014-08-24 17:29:06.795000+00:00,MIT,Permissive
fuzzywuzzy,0.12.0,2016-09-14 15:22:09.944000+00:00,GPL-2.0-only,Strong Copyleft
fuzzywuzzy,0.15.1,2017-07-19 19:56:03.551000+00:00,GPL-3.0-only,Strong Copyleft
fuzzywuzzy,0.18.0,2020-02-13 21:06:27.054000+00:00,GPL-2.0-only,Strong Copyleft
alabaster,0.1.0,2014-01-10 22:47:41.679000+00:00,BSD-3-Clause,Permissive
lightgbm,2.0.2,2017-06-24 15:52:24.824000+00:00,MIT,Permissive
parsedatetime,0.8.3,2007-02-14 08:56:08+00:00,Apache-2.0,Permissive
unicodecsv,0.9.3,2013-01-25 19:02:47.548000+00:00,BSD-3-Clause,Permissive
azure-graphrbac,0.30.0a1,2016-02-19 02:47:51.230000+00:00,Apache-2.0,Permissive
azure-graphrbac,0.30.0rc6,2016-09-14 20:09:50.388000+00:00,MIT,Permissive
fire,0.1.0,2017-02-15 21:44:02.820000+00:00,Apache-2.0,Permissive
sendgrid,0.1.2,2012-07-27 17:40:39.207000+00:00,MIT,Permissive
stevedore,0.2,2012-07-22 23:04:09.282000+00:00,Apache-2.0,Permissive
torchvision,0.1.6,2017-01-18 23:34:18.478000+00:00,BSD-3-Clause,Permissive
slicer,0.0.2,2020-07-01 00:29:30.225000+00:00,MIT,Permissive
flask-session,0.1,2014-04-29 13:44:56.608000+00:00,BSD-3-Clause,Permissive
imagesize,0.5.0,2016-02-01 07:53:54.840000+00:00,MIT,Permissive
python-magic,0.2,2010-04-01 01:06:48.583000+00:00,Python-2.0,Unknown
python-magic,0.4.6,2013-10-08 04:38:14.426000+00:00,PSF-2.0,Unknown
python-magic,0.4.7,2015-10-19 05:44:48.823000+00:00,MIT,Permissive
rfc3339-validator,0.1.0,2019-10-25 18:01:40.389000+00:00,MIT,Permissive
slackclient,0.14,2015-02-13 18:54:55.036000+00:00,MIT,Permissive
aws-sam-translator,1.5.2,2018-04-25 23:35:26.170000+00:00,Apache-2.0,Permissive
ecdsa,0.6,2010-10-16 02:50:08.090000+00:00,MIT,Permissive
argparse,0.1.0,2006-10-10 22:21:33+00:00,BSD-3-Clause,Permissive
argparse,0.9.0,2009-03-29 23:56:28.311000+00:00,Apache-2.0,Permissive
argparse,1.2.1,2014-05-09 22:18:05.795000+00:00,PSF-2.0,Unknown
jupyter-events,0.1.0,2022-05-31 15:39:14.911000+00:00,BSD-3-Clause,Permissive
freezegun,0.1.2,2013-03-24 06:17:24.784000+00:00,Apache-2.0,Permissive
cron-descriptor,1.0.0,2016-01-19 02:54:07.655000+00:00,MIT,Permissive
scikit-image,0.7.2,2012-10-14 06:51:44.181000+00:00,BSD-3-Clause,Permissive
tensorflow-metadata,0.5.0,2018-03-06 02:46:08.548000+00:00,Apache-2.0,Permissive
brotli,0.5.2,2016-10-12 14:07:49.021000+00:00,Apache-2.0,Permissive
brotli,1.0.8,2020-08-27 12:52:54.802000+00:00,MIT,Permissive
keras-applications,1.0.0,2018-06-01 22:25:33.601000+00:00,MIT,Permissive
pywavelets,0.1.2,2006-03-25 17:11:37+00:00,MIT,Permissive
libclang,9.0.1,2020-08-10 18:48:31.879000+00:00,MIT,Permissive
libclang,11.1.0,2021-03-12 05:15:23.491000+00:00,Apache-2.0,Permissive
kombu,0.1.0,2010-07-22 16:24:23.864000+00:00,BSD-3-Clause,Permissive
pymeeus,0.0.2,2018-06-29 21:48:00.524000+00:00,LGPL-3.0-only,Weak Copyleft
