package,version,changes,new_tree,run_time,original_tree_size,new_tree_size,error
dtale,1.6.5,[['Remove arctic']],"[{'pandas': '0.25.3', 'scipy': '1.4.1', 'lz4': '3.0.2', 'future': '0.18.2', 'flask': '1.1.1', 'requests': '2.22.0', 'itsdangerous': '1.1.0', 'six': '1.12.0', 'flask-compress': '1.3.2', 'python-dateutil': '2.8.1', 'pytz': '2019.1', 'numpy': '1.18.0', 'werkzeug': '0.16.0', 'jinja2': '2.10.3', 'click': '7.0', 'chardet': '3.0.4', 'idna': '2.8', 'urllib3': '1.25.7', 'certifi': '2019.11.28', 'markupsafe': '1.1.1'}]",31.455539226531982,21.0,20.0,
dvc,0.23.2,"[['Remove grandalf'], ['Remove grandalf'], ['Remove grandalf']]","[{'schema': '0.6.7', 'setuptools': '40.6.3', 'nanotime': '0.5.2', 'configobj': '5.0.6', 'appdirs': '1.4.3', 'configparser': '3.5.0', 'jsonpath-rw': '1.3.0', 'future': '0.17.1', 'gitpython': '2.1.11', 'requests': '2.21.0', 'networkx': '2.2', 'distro': '1.3.0', 'zc.lockfile': '1.4', 'pyasn1': '0.4.4', 'colorama': '0.4.1', 'ply': '3.11', 'pyyaml': '3.13', 'gitdb2': '2.0.5', 'chardet': '3.0.4', 'idna': '2.8', 'urllib3': '1.24.1', 'certifi': '2018.11.29', 'smmap2': '2.0.5'}, {'schema': '0.6.7', 'setuptools': '40.6.3', 'nanotime': '0.5.2', 'configobj': '5.0.6', 'appdirs': '1.4.3', 'configparser': '3.5.0', 'future': '0.17.1', 'gitpython': '2.1.11', 'requests': '2.21.0', 'networkx': '2.2', 'distro': '1.3.0', 'zc.lockfile': '1.4', 'pyasn1': '0.4.4', 'colorama': '0.4.1', 'ply': '3.11', 'pyyaml': '3.13', 'jsonpath-rw-ext': '0.3.0', 'gitdb2': '2.0.5', 'chardet': '3.0.4', 'idna': '2.8', 'urllib3': '1.24.1', 'certifi': '2018.11.29', 'smmap2': '2.0.5'}, {'schema': '0.6.7', 'setuptools': '40.6.3', 'nanotime': '0.5.2', 'configobj': '5.0.6', 'appdirs': '1.4.3', 'configparser': '3.5.0', 'future': '0.17.1', 'gitpython': '2.1.11', 'requests': '2.21.0', 'networkx': '2.2', 'distro': '1.3.0', 'zc.lockfile': '1.4', 'pyasn1': '0.4.4', 'colorama': '0.4.1', 'ply': '3.11', 'pyyaml': '3.13', 'gitdb2': '2.0.5', 'chardet': '3.0.4', 'idna': '2.8', 'urllib3': '1.24.1', 'certifi': '2018.11.29', 'smmap2': '2.0.5'}]",19.984204053878784,24.0,23.0,
dvc,0.78.1,[['Remove grandalf']],"[{'funcy': '1.14', 'python-dateutil': '2.7.5', 'setuptools': '42.0.2', 'nanotime': '0.5.2', 'configobj': '5.0.6', 'flufl.lock': '3.2', 'appdirs': '1.4.3', 'shortuuid': '0.5.0', 'configparser': '4.0.2', 'gitdb2': '2.0.6', 'future': '0.18.2', 'gitpython': '3.0.5', 'inflect': '3.0.2', 'requests': '2.22.0', 'jsonpath-ng': '1.4.3', 'networkx': '2.3', 'ruamel.yaml': '0.16.5', 'treelib': '1.5.5', 'distro': '1.4.0', 'zc.lockfile': '2.0', 'pyasn1': '0.4.8', 'packaging': '19.2', 'humanize': '0.5.1', 'colorama': '0.4.3', 'ply': '3.11', 'pyyaml': '5.1.2', 'tqdm': '4.41.0', 'six': '1.12.0', 'smmap2': '2.0.5', 'importlib-metadata': '1.3.0', 'chardet': '3.0.4', 'idna': '2.8', 'urllib3': '1.25.7', 'certifi': '2019.11.28', 'pyparsing': '2.4.6', 'zipp': '0.6.0', 'more-itertools': '8.0.2'}]",21.687246322631836,38.0,37.0,
dvc,1.11.9,"[['Change ruamel.yaml version from 0.16.12 to 0.16.10', 'Remove grandalf'], ['Migrate ruamel.yaml to pyyaml', 'Remove grandalf']]","[{'funcy': '1.15', 'pydot': '1.4.1', 'setuptools': '51.1.0.post20201221', 'nanotime': '0.5.2', 'configobj': '5.0.6', 'rich': '9.5.1', 'pygtrie': '2.3.2', 'flatten-dict': '0.3.0', 'typing-extensions': '3.7.4.3', 'flufl.lock': '3.2', 'shortuuid': '1.0.1', 'appdirs': '1.4.4', 'python-benedict': '0.22.3', 'requests': '2.25.1', 'gitpython': '3.1.11', 'jsonpath-ng': '1.5.2', 'dulwich': '0.20.15', 'toml': '0.10.2', 'networkx': '2.5', 'ruamel.yaml': '0.16.10', 'voluptuous': '0.12.1', 'pyparsing': '2.4.7', 'distro': '1.5.0', 'dictdiffer': '0.8.1', 'tabulate': '0.8.7', 'zc.lockfile': '2.0', 'pathspec': '0.8.1', 'pyasn1': '0.4.8', 'packaging': '20.8', 'colorama': '0.4.4', 'ply': '3.11', 'tqdm': '4.54.1', 'shtab': '1.3.3', 'pygments': '2.7.3', 'commonmark': '0.9.1', 'pathlib2': '2.3.5', 'six': '1.15.0', 'mailchecker': '4.0.1', 'phonenumbers': '8.12.15', 'python-dateutil': '2.8.1', 'python-slugify': '4.0.0', 'pyyaml': '5.3.1', 'xmltodict': '0.12.0', 'ftfy': '5.8', 'chardet': '4.0.0', 'idna': '2.10', 'urllib3': '1.26.2', 'certifi': '2020.12.5', 'gitdb': '4.0.5', 'decorator': '4.4.2', 'smmap': '3.0.4'}, {'funcy': '1.15', 'pydot': '1.4.1', 'setuptools': '51.1.0.post20201221', 'nanotime': '0.5.2', 'configobj': '5.0.6', 'rich': '9.5.1', 'pygtrie': '2.3.2', 'flatten-dict': '0.3.0', 'typing-extensions': '3.7.4.3', 'flufl.lock': '3.2', 'shortuuid': '1.0.1', 'appdirs': '1.4.4', 'python-benedict': '0.22.3', 'requests': '2.25.1', 'gitpython': '3.1.11', 'jsonpath-ng': '1.5.2', 'dulwich': '0.20.15', 'toml': '0.10.2', 'networkx': '2.5', 'voluptuous': '0.12.1', 'pyparsing': '2.4.7', 'distro': '1.5.0', 'dictdiffer': '0.8.1', 'tabulate': '0.8.7', 'zc.lockfile': '2.0', 'pathspec': '0.8.1', 'pyasn1': '0.4.8', 'packaging': '20.8', 'colorama': '0.4.4', 'ply': '3.11', 'tqdm': '4.54.1', 'shtab': '1.3.3', 'pygments': '2.7.3', 'commonmark': '0.9.1', 'pathlib2': '2.3.5', 'six': '1.15.0', 'mailchecker': '4.0.1', 'phonenumbers': '8.12.15', 'python-dateutil': '2.8.1', 'python-slugify': '4.0.0', 'pyyaml': '5.3.1', 'xmltodict': '0.12.0', 'ftfy': '5.8', 'chardet': '4.0.0', 'idna': '2.10', 'urllib3': '1.26.2', 'certifi': '2020.12.5', 'gitdb': '4.0.5', 'decorator': '4.4.2', 'smmap': '3.0.4'}]",34.9256317615509,53.0,51.0,
dvc,2.34.1,"[['Remove scmrepo', 'Remove grandalf'], ['Change hydra-core version from 1.2.0 to 1.0.0rc3', 'Remove scmrepo', 'Remove grandalf'], ['Remove hydra-core', 'Remove scmrepo', 'Remove grandalf']]","[{'funcy': '1.17', 'dvclive': '1.0.1', 'importlib-resources': '5.1.3', 'pydot': '1.4.2', 'tomlkit': '0.11.6', 'configobj': '5.0.6', 'rich': '12.6.0', 'pygtrie': '2.5.0', 'flatten-dict': '0.4.1', 'hydra-core': '1.2.0', 'typing-extensions': '4.4.0', 'flufl.lock': '7.1.1', 'shortuuid': '1.0.10', 'appdirs': '1.4.4', 'psutil': '5.9.4', 'requests': '2.28.1', 'iterative-telemetry': '0.0.6', 'dvc-data': '0.25.3', 'networkx': '2.8.8', 'ruamel.yaml': '0.17.21', 'voluptuous': '0.13.1', 'pyparsing': '3.0.9', 'distro': '1.8.0', 'dvc-render': '0.0.12', 'tabulate': '0.9.0', 'zc.lockfile': '2.0', 'pathspec': '0.9.0', 'dvc-task': '0.1.5', 'packaging': '21.3', 'dpath': '2.0.6', 'colorama': '0.4.6', 'tqdm': '4.64.1', 'shtab': '1.5.7', 'pygments': '2.13.0', 'commonmark': '0.9.1', 'six': '1.16.0', 'omegaconf': '2.2.1', 'antlr4-python3-runtime': '4.9.1', 'atpublic': '3.1.1', 'charset-normalizer': '2.1.0', 'idna': '3.3', 'urllib3': '1.26.12', 'certifi': '2022.9.24', 'filelock': '3.8.0', 'dictdiffer': '0.9.0', 'dvc-objects': '0.12.2', 'diskcache': '5.4.0', 'nanotime': '0.5.2', 'attrs': '22.1.0', 'ruamel.yaml.clib': '0.2.7', 'setuptools': '65.5.1', 'celery': '5.2.7', 'kombu': '5.2.4', 'pyyaml': '6.0', 'fsspec': '2022.11.0', 'pytz': '2022.6', 'billiard': '3.6.4.0', 'vine': '5.0.0', 'click': '8.1.3', 'click-didyoumean': '0.3.0', 'click-repl': '0.2.0', 'click-plugins': '1.1.1', 'amqp': '5.1.1'}, {'funcy': '1.17', 'dvclive': '1.0.1', 'pydot': '1.4.2', 'tomlkit': '0.11.6', 'configobj': '5.0.6', 'rich': '12.6.0', 'pygtrie': '2.5.0', 'flatten-dict': '0.4.1', 'hydra-core': '1.0.0rc3', 'typing-extensions': '4.4.0', 'flufl.lock': '7.1.1', 'shortuuid': '1.0.10', 'appdirs': '1.4.4', 'psutil': '5.9.4', 'requests': '2.28.1', 'iterative-telemetry': '0.0.6', 'dvc-data': '0.25.3', 'networkx': '2.8.8', 'ruamel.yaml': '0.17.21', 'voluptuous': '0.13.1', 'pyparsing': '3.0.9', 'distro': '1.8.0', 'dvc-render': '0.0.12', 'tabulate': '0.9.0', 'zc.lockfile': '2.0', 'pathspec': '0.9.0', 'dvc-task': '0.1.5', 'packaging': '21.3', 'dpath': '2.0.6', 'colorama': '0.4.6', 'tqdm': '4.64.1', 'shtab': '1.5.7', 'pygments': '2.13.0', 'commonmark': '0.9.1', 'six': '1.16.0', 'atpublic': '3.1.1', 'charset-normalizer': '2.1.0', 'idna': '3.3', 'urllib3': '1.26.12', 'certifi': '2022.9.24', 'filelock': '3.8.0', 'dictdiffer': '0.9.0', 'dvc-objects': '0.12.2', 'diskcache': '5.4.0', 'nanotime': '0.5.2', 'attrs': '22.1.0', 'ruamel.yaml.clib': '0.2.7', 'setuptools': '65.5.1', 'celery': '5.2.7', 'kombu': '5.2.4', 'fsspec': '2022.11.0', 'pytz': '2022.6', 'billiard': '3.6.4.0', 'vine': '5.0.0', 'click': '8.1.3', 'click-didyoumean': '0.3.0', 'click-repl': '0.2.0', 'click-plugins': '1.1.1', 'amqp': '5.1.1'}, {'funcy': '1.17', 'dvclive': '1.0.1', 'pydot': '1.4.2', 'tomlkit': '0.11.6', 'configobj': '5.0.6', 'rich': '12.6.0', 'pygtrie': '2.5.0', 'flatten-dict': '0.4.1', 'typing-extensions': '4.4.0', 'flufl.lock': '7.1.1', 'shortuuid': '1.0.10', 'appdirs': '1.4.4', 'psutil': '5.9.4', 'requests': '2.28.1', 'iterative-telemetry': '0.0.6', 'dvc-data': '0.25.3', 'networkx': '2.8.8', 'ruamel.yaml': '0.17.21', 'voluptuous': '0.13.1', 'pyparsing': '3.0.9', 'distro': '1.8.0', 'dvc-render': '0.0.12', 'tabulate': '0.9.0', 'zc.lockfile': '2.0', 'pathspec': '0.9.0', 'dvc-task': '0.1.5', 'packaging': '21.3', 'dpath': '2.0.6', 'colorama': '0.4.6', 'tqdm': '4.64.1', 'shtab': '1.5.7', 'pygments': '2.13.0', 'commonmark': '0.9.1', 'six': '1.16.0', 'atpublic': '3.1.1', 'charset-normalizer': '2.1.0', 'idna': '3.3', 'urllib3': '1.26.12', 'certifi': '2022.9.24', 'filelock': '3.8.0', 'dictdiffer': '0.9.0', 'dvc-objects': '0.12.2', 'diskcache': '5.4.0', 'nanotime': '0.5.2', 'attrs': '22.1.0', 'ruamel.yaml.clib': '0.2.7', 'setuptools': '65.5.1', 'celery': '5.2.7', 'kombu': '5.2.4', 'fsspec': '2022.11.0', 'pytz': '2022.6', 'billiard': '3.6.4.0', 'vine': '5.0.0', 'click': '8.1.3', 'click-didyoumean': '0.3.0', 'click-repl': '0.2.0', 'click-plugins': '1.1.1', 'amqp': '5.1.1'}]",234.79407739639282,74.0,63.0,
dvc,2.9.3,"[['Remove scmrepo', 'Remove grandalf']]","[{'funcy': '1.17', 'pydot': '1.4.2', 'diskcache': '5.3.0', 'nanotime': '0.5.2', 'configobj': '5.0.6', 'rich': '10.16.1', 'pygtrie': '2.4.2', 'aiohttp-retry': '2.4.6', 'typing-extensions': '4.0.1', 'flatten-dict': '0.4.1', 'flufl.lock': '6.0', 'shortuuid': '1.0.8', 'appdirs': '1.4.4', 'psutil': '5.8.0', 'python-benedict': '0.24.3', 'requests': '2.26.0', 'toml': '0.10.2', 'networkx': '2.6.3', 'ruamel.yaml': '0.17.17', 'voluptuous': '0.12.2', 'pyparsing': '3.0.6', 'distro': '1.6.0', 'dictdiffer': '0.9.0', 'tabulate': '0.8.9', 'zc.lockfile': '2.0', 'pathspec': '0.9.0', 'pyasn1': '0.4.8', 'packaging': '21.3', 'dpath': '2.0.5', 'colorama': '0.4.4', 'ply': '3.11', 'tqdm': '4.62.3', 'shtab': '1.5.2', 'pygments': '2.10.0', 'commonmark': '0.9.1', 'aiohttp': '3.8.1', 'six': '1.16.0', 'mailchecker': '4.1.6', 'phonenumbers': '8.12.39', 'python-dateutil': '2.8.2', 'python-fsutil': '0.5.0', 'python-slugify': '5.0.2', 'pyyaml': '6.0', 'xmltodict': '0.12.0', 'ftfy': '6.0.3', 'urllib3': '1.26.7', 'certifi': '2021.10.8', 'charset-normalizer': '2.0.9', 'idna': '3.3', 'ruamel.yaml.clib': '0.2.6', 'setuptools': '60.0.4', 'attrs': '21.2.0', 'multidict': '5.2.0', 'async-timeout': '4.0.2', 'yarl': '1.7.2', 'frozenlist': '1.2.0', 'aiosignal': '1.2.0', 'text-unidecode': '1.3'}]",50.010491132736206,71.0,58.0,
dvc-http,2.19.0,"[['Change dvc version from 2.20.1 to 1.7.8'], ['Remove dvc']]","[{'fsspec': '2022.7.1', 'aiohttp-retry': '2.8.3', 'dvc': '1.7.8', 'aiohttp': '3.8.1', 'attrs': '22.1.0', 'charset-normalizer': '2.1.0', 'multidict': '6.0.2', 'async-timeout': '4.0.2', 'yarl': '1.8.1', 'frozenlist': '1.3.1', 'aiosignal': '1.2.0', 'idna': '3.3'}, {'fsspec': '2022.7.1', 'aiohttp-retry': '2.8.3', 'aiohttp': '3.8.1', 'attrs': '22.1.0', 'charset-normalizer': '2.1.0', 'multidict': '6.0.2', 'async-timeout': '4.0.2', 'yarl': '1.8.1', 'frozenlist': '1.3.1', 'aiosignal': '1.2.0', 'idna': '3.3'}]",151.14940881729126,75.0,12.0,
dvclive,0.0.1a1,"[['Change ruamel.yaml version from 0.16.12 to 0.16.10', 'Change dvc version from 2.0.0a0 to 1.7.8'], ['Change dvc version from 2.0.0a0 to 1.7.8', 'Migrate ruamel.yaml to pyyaml'], ['Change ruamel.yaml version from 0.16.12 to 0.16.10', 'Remove dvc'], ['Migrate ruamel.yaml to pyyaml', 'Remove dvc']]","[{'funcy': '1.15', 'ruamel.yaml': '0.16.10', 'dvc': '1.7.8'}, {'funcy': '1.15', 'dvc': '1.7.8', 'pyyaml': '5.4'}, {'funcy': '1.15', 'ruamel.yaml': '0.16.10'}, {'funcy': '1.15', 'pyyaml': '5.4'}]",132.53941369056702,61.0,3.0,
fbprophet,0.4,"[['Remove lunardate', 'Remove pystan']]","[{'pandas': '0.23.4', 'holidays': '0.9.8', 'matplotlib': '3.0.2', 'cython': '0.29.2', 'numpy': '1.15.4', 'convertdate': '2.1.3', 'python-dateutil': '2.7.5', 'ephem': '3.7.6.0', 'pytz': '2018.7', 'six': '1.12.0'}]",9.384107828140259,12.0,10.0,
fiftyone,0.14.2,"[['Change pillow version from 8.4.0 to 6.2.2', 'Change voxel51-eta version from 0.6.1 to 0.1.9', 'Change imageio version from 2.12.0 to 2.9.0'], ['Remove voxel51-eta']]","[{'retrying': '1.3.3', 'setuptools': '59.2.0', 'scikit-image': '0.18.3', 'plotly': '4.14.3', 'mongoengine': '0.20.0', 'universal-analytics-python3': '1.1.1', 'psutil': '5.8.0', 'pandas': '1.3.4', 'scikit-learn': '1.0.1', 'future': '0.18.2', 'fiftyone-db': '0.3.0', 'opencv-python-headless': '4.5.4.60', 'jinja2': '3.0.2', 'argcomplete': '1.12.2', 'matplotlib': '3.5.0', 'tabulate': '0.8.9', 'numpy': '1.21.4', 'pillow': '6.2.2', 'eventlet': '0.33.0', 'voxel51-eta': '0.1.9', 'kaleido': '0.2.1.post1', 'motor': '2.5.1', 'pytz': '2021.3', 'packaging': '21.3', 'tornado': '6.1', 'pprintpp': '0.4.0', 'deprecated': '1.2.13', 'pymongo': '3.12.1', 'pyyaml': '6.0', 'aiofiles': '0.7.0', 'boto3': '1.20.12', 'xmltodict': '0.12.0', 'scipy': '1.7.3', 'networkx': '2.6.3', 'imageio': '2.9.0', 'tifffile': '2021.11.2', 'pywavelets': '1.1.1', 'six': '1.16.0', 'httpx': '0.21.1', 'python-dateutil': '2.8.2', 'joblib': '1.1.0', 'threadpoolctl': '3.0.0', 'markupsafe': '2.0.1', 'cycler': '0.11.0', 'fonttools': '4.28.2', 'kiwisolver': '1.3.2', 'pyparsing': '3.0.6', 'setuptools-scm': '6.3.2', 'dnspython': '1.15.0', 'greenlet': '1.1.2', 'dill': '0.3.4', 'glob2': '0.6', 'requests': '2.26.0', 'sortedcontainers': '2.4.0', 'sphinx': '3.4.3', 'tzlocal': '4.1', 'wrapt': '1.13.3', 'botocore': '1.23.12', 'jmespath': '0.10.0', 's3transfer': '0.5.0', 'certifi': '2021.10.8', 'charset-normalizer': '2.0.7', 'sniffio': '1.2.0', 'httpcore': '0.14.3', 'tomli': '1.2.2', 'urllib3': '1.26.7', 'idna': '3.3', 'pytz-deprecation-shim': '0.1.0.post0', 'backports.zoneinfo': '0.1.0b1', 'h11': '0.11.0', 'anyio': '3.4.0', 'tzdata': '2021.5'}, {'retrying': '1.3.3', 'setuptools': '59.2.0', 'scikit-image': '0.18.3', 'plotly': '4.14.3', 'mongoengine': '0.20.0', 'universal-analytics-python3': '1.1.1', 'psutil': '5.8.0', 'pandas': '1.3.4', 'scikit-learn': '1.0.1', 'future': '0.18.2', 'fiftyone-db': '0.3.0', 'opencv-python-headless': '4.5.4.60', 'jinja2': '3.0.2', 'argcomplete': '1.12.2', 'matplotlib': '3.5.0', 'tabulate': '0.8.9', 'numpy': '1.21.4', 'pillow': '8.4.0', 'eventlet': '0.33.0', 'kaleido': '0.2.1.post1', 'motor': '2.5.1', 'pytz': '2021.3', 'packaging': '21.3', 'tornado': '6.1', 'pprintpp': '0.4.0', 'deprecated': '1.2.13', 'pymongo': '3.12.1', 'pyyaml': '6.0', 'aiofiles': '0.7.0', 'boto3': '1.20.12', 'xmltodict': '0.12.0', 'scipy': '1.7.3', 'networkx': '2.6.3', 'imageio': '2.12.0', 'tifffile': '2021.11.2', 'pywavelets': '1.1.1', 'six': '1.16.0', 'httpx': '0.21.1', 'python-dateutil': '2.8.2', 'joblib': '1.1.0', 'threadpoolctl': '3.0.0', 'markupsafe': '2.0.1', 'cycler': '0.11.0', 'fonttools': '4.28.2', 'kiwisolver': '1.3.2', 'pyparsing': '3.0.6', 'setuptools-scm': '6.3.2', 'dnspython': '1.15.0', 'greenlet': '1.1.2', 'wrapt': '1.13.3', 'botocore': '1.23.12', 'jmespath': '0.10.0', 's3transfer': '0.5.0', 'certifi': '2021.10.8', 'charset-normalizer': '2.0.7', 'sniffio': '1.2.0', 'httpcore': '0.14.3', 'tomli': '1.2.2', 'urllib3': '1.26.7', 'h11': '0.11.0', 'anyio': '3.4.0', 'idna': '3.3'}]",191.34690737724304,72.0,72.0,
fiftyone,0.18.0,"[['Change pillow version from 9.3.0 to 6.2.2', 'Change voxel51-eta version from 0.8.1 to 0.1.9', 'Change imageio version from 2.22.4 to 2.9.0', 'Change h11 version from 0.14.0 to 0.11.0', 'Remove ndjson'], ['Change h11 version from 0.14.0 to 0.11.0', 'Remove voxel51-eta', 'Remove ndjson']]","[{'retrying': '1.3.3', 'setuptools': '65.5.1', 'scikit-image': '0.19.3', 'plotly': '5.11.0', 'mongoengine': '0.24.2', 'universal-analytics-python3': '1.1.1', 'hypercorn': '0.14.3', 'psutil': '5.9.4', 'pandas': '1.5.1', 'scikit-learn': '1.1.3', 'fiftyone-brain': '0.9.2', 'future': '0.18.2', 'dacite': '1.6.0', 'sse-starlette': '0.10.3', 'starlette': '0.20.4', 'strawberry-graphql': '0.138.1', 'fiftyone-db': '0.4.0', 'opencv-python-headless': '4.6.0.66', 'jinja2': '3.1.2', 'argcomplete': '2.0.0', 'matplotlib': '3.6.2', 'tabulate': '0.9.0', 'numpy': '1.23.3', 'pillow': '6.2.2', 'eventlet': '0.33.1', 'voxel51-eta': '0.1.9', 'kaleido': '0.2.1.post1', 'motor': '3.1.1', 'pytz': '2022.6', 'packaging': '21.3', 'pprintpp': '0.4.0', 'deprecated': '1.2.13', 'pymongo': '4.3.2', 'pyyaml': '6.0', 'aiofiles': '22.1.0', 'boto3': '1.26.6', 'xmltodict': '0.13.0', 'sseclient-py': '1.7.2', 'scipy': '1.9.3', 'networkx': '2.8.8', 'imageio': '2.9.0', 'tifffile': '2022.8.12', 'pywavelets': '1.3.0', 'tenacity': '8.1.0', 'httpx': '0.22.0', 'h11': '0.11.0', 'h2': '4.1.0', 'priority': '2.0.0', 'toml': '0.10.2', 'wsproto': '1.2.0', 'python-dateutil': '2.8.2', 'joblib': '1.1.1', 'threadpoolctl': '3.1.0', 'anyio': '3.6.2', 'typing-extensions': '4.4.0', 'graphql-core': '3.2.3', 'markupsafe': '2.1.1', 'contourpy': '1.0.6', 'cycler': '0.11.0', 'fonttools': '4.38.0', 'kiwisolver': '1.4.4', 'pyparsing': '3.0.9', 'dnspython': '2.2.1', 'greenlet': '2.0.1', 'six': '1.16.0', 'dill': '0.3.6', 'glob2': '0.6', 'requests': '2.28.1', 'sortedcontainers': '2.4.0', 'sphinx': '3.4.3', 'tzlocal': '4.2', 'wrapt': '1.14.1', 'botocore': '1.29.6', 'jmespath': '1.0.1', 's3transfer': '0.6.0', 'certifi': '2022.9.24', 'charset-normalizer': '2.1.0', 'sniffio': '1.3.0', 'httpcore': '0.14.7', 'hyperframe': '6.0.0', 'hpack': '4.0.0', 'idna': '3.3', 'urllib3': '1.26.12', 'pytz-deprecation-shim': '0.1.0.post0', 'backports.zoneinfo': '0.1.0', 'tzdata': '2022.6'}, {'retrying': '1.3.3', 'setuptools': '65.5.1', 'scikit-image': '0.19.3', 'plotly': '5.11.0', 'mongoengine': '0.24.2', 'universal-analytics-python3': '1.1.1', 'hypercorn': '0.14.3', 'psutil': '5.9.4', 'pandas': '1.5.1', 'scikit-learn': '1.1.3', 'fiftyone-brain': '0.9.2', 'future': '0.18.2', 'dacite': '1.6.0', 'sse-starlette': '0.10.3', 'starlette': '0.20.4', 'strawberry-graphql': '0.138.1', 'fiftyone-db': '0.4.0', 'opencv-python-headless': '4.6.0.66', 'jinja2': '3.1.2', 'argcomplete': '2.0.0', 'matplotlib': '3.6.2', 'tabulate': '0.9.0', 'numpy': '1.23.3', 'pillow': '9.3.0', 'eventlet': '0.33.1', 'kaleido': '0.2.1.post1', 'motor': '3.1.1', 'pytz': '2022.6', 'packaging': '21.3', 'pprintpp': '0.4.0', 'deprecated': '1.2.13', 'pymongo': '4.3.2', 'pyyaml': '6.0', 'aiofiles': '22.1.0', 'boto3': '1.26.6', 'xmltodict': '0.13.0', 'sseclient-py': '1.7.2', 'scipy': '1.9.3', 'networkx': '2.8.8', 'imageio': '2.22.4', 'tifffile': '2022.8.12', 'pywavelets': '1.3.0', 'tenacity': '8.1.0', 'httpx': '0.22.0', 'h11': '0.11.0', 'h2': '4.1.0', 'priority': '2.0.0', 'toml': '0.10.2', 'wsproto': '1.2.0', 'python-dateutil': '2.8.2', 'joblib': '1.1.1', 'threadpoolctl': '3.1.0', 'anyio': '3.6.2', 'typing-extensions': '4.4.0', 'graphql-core': '3.2.3', 'markupsafe': '2.1.1', 'contourpy': '1.0.6', 'cycler': '0.11.0', 'fonttools': '4.38.0', 'kiwisolver': '1.4.4', 'pyparsing': '3.0.9', 'dnspython': '2.2.1', 'greenlet': '2.0.1', 'six': '1.16.0', 'wrapt': '1.14.1', 'botocore': '1.29.6', 'jmespath': '1.0.1', 's3transfer': '0.6.0', 'certifi': '2022.9.24', 'charset-normalizer': '2.1.0', 'sniffio': '1.3.0', 'httpcore': '0.14.7', 'hyperframe': '6.0.0', 'hpack': '4.0.0', 'idna': '3.3', 'urllib3': '1.26.12'}]",244.02616167068481,86.0,86.0,
flex,6.14.0,"[['Change rfc3987 version from 1.3.8 to 1.3.4', 'Remove strict-rfc3339'], ['Remove strict-rfc3339', 'Remove rfc3987']]","[{'click': '7.0', 'requests': '2.21.0', 'jsonpointer': '2.0', 'six': '1.12.0', 'pyyaml': '3.13', 'rfc3987': '1.3.4', 'chardet': '3.0.4', 'idna': '2.8', 'urllib3': '1.24.1', 'certifi': '2018.11.29'}, {'click': '7.0', 'requests': '2.21.0', 'jsonpointer': '2.0', 'six': '1.12.0', 'pyyaml': '3.13', 'chardet': '3.0.4', 'idna': '2.8', 'urllib3': '1.24.1', 'certifi': '2018.11.29'}]",21.71072292327881,11.0,10.0,
formulas,0.0.7,"[['Change schedula version from 0.1.14 to 0.1.9'], ['Remove schedula']]","[{'openpyxl': '2.4.8', 'regex': '2017.07.11', 'numpy': '1.13.1', 'sphinx': '1.6.3', 'schedula': '0.1.9'}, {'openpyxl': '2.4.8', 'regex': '2017.07.11', 'numpy': '1.13.1', 'sphinx': '1.6.3'}]",4.014075040817261,19.0,5.0,
formulas,1.2.0,"[['Change regex version from 2021.11.10 to 2020.9.27'], ['Migrate regex to path'], ['Migrate regex to path.py'], ['Remove regex']]","[{'regex': '2020.9.27', 'python-dateutil': '2.8.2', 'numpy': '1.21.5', 'schedula': '1.2.12', 'numpy-financial': '1.0.0', 'six': '1.16.0'}, {'python-dateutil': '2.8.2', 'numpy': '1.21.5', 'schedula': '1.2.12', 'numpy-financial': '1.0.0', 'path': '14.0.1', 'six': '1.16.0'}, {'python-dateutil': '2.8.2', 'numpy': '1.21.5', 'schedula': '1.2.12', 'numpy-financial': '1.0.0', 'path.py': '11.1.0', 'six': '1.16.0'}, {'python-dateutil': '2.8.2', 'numpy': '1.21.5', 'schedula': '1.2.12', 'numpy-financial': '1.0.0', 'six': '1.16.0'}]",35.31289005279541,6.0,6.0,
formulas,1.2.5,"[['Change regex version from 2022.10.31 to 2020.9.27'], ['Migrate regex to path'], ['Migrate regex to path.py'], ['Remove regex']]","[{'regex': '2020.9.27', 'python-dateutil': '2.8.2', 'numpy': '1.23.3', 'schedula': '1.3.4', 'numpy-financial': '1.0.0', 'six': '1.16.0'}, {'python-dateutil': '2.8.2', 'numpy': '1.23.3', 'schedula': '1.3.4', 'numpy-financial': '1.0.0', 'path': '16.2.0', 'six': '1.16.0'}, {'python-dateutil': '2.8.2', 'numpy': '1.23.3', 'schedula': '1.3.4', 'numpy-financial': '1.0.0', 'path.py': '12.1.0', 'six': '1.16.0'}, {'python-dateutil': '2.8.2', 'numpy': '1.23.3', 'schedula': '1.3.4', 'numpy-financial': '1.0.0', 'six': '1.16.0'}]",25.254503965377808,6.0,6.0,
fuzzytm,0.3.0,[['Change simpful version from 2.5.0 to 2.4.3']],"[{'pandas': '1.3.5', 'scipy': '1.7.3', 'numpy': '1.21.5', 'pyfume': '0.2.5', 'sparsesvd': '0.2.2', 'python-dateutil': '2.8.2', 'pytz': '2021.3', 'simpful': '2.4.3', 'fst-pso': '1.8.1', 'six': '1.16.0'}]",36.07011318206787,15.0,10.0,
